name,from,href,lyrics
Ishq Mubarak,"[from ""Tum Bin 2"" soundtrack]",/lyrics/arijitsingh/ishqmubarak.html,"

Ishq mubarak, dard mubarak [x4]

Teri baarishein bhigaaye mujhe
Teri hawaaein bahaaye mujhe
Paaon tale mere zameene chal padi
Aisa to kabhi hua hi nahi

Ae mere dil mubarak ho
Yahi toh pyar hai [x2]

Ishq mubarak
Dard mubarak
Ishq mubarak
Dard mubarak [x2]

Aisa lagta hai kyun
Teri aankhen jaise
Aankhon mein meri reh gayi
Kabhi pehle maine na suni jo
Aisi baatein keh gayi
Tu hi tu hai jo har taraf mere
Toh tujhse pare main jaaun kahan

Mere dil mubarak ho
Yahi toh pyar hai
Ae mere dil mubarak ho
Yahi toh pyar hai

Jahan pehle pehal tu aa mila tha
Thehra hoon wahin main bhi
Tera dil woh shehar hai
Jis shehar se jaake lauta na main kabhi

Laapata sa mil jaaun kahin toh
Mujhse bhi mujhe mila de zara

Ae mere dil mubarak ho
Yahi toh pyar hai [x2]

Ishq mubarak, dard mubarak [x4]

Ishq mubarak…
"
Itni Si Baat Hai,"[from ""Azhar"" soundtrack]",/lyrics/arijitsingh/itnisibaathai.html,"

Tere dar pe aake tham gaye
Naina namaazi bann gaye
Ek dooje mein yun dhal ke
Aashiqana aayat ban gaye Main aur Tum

Kaisi dil lagaai kar gaye
Rooh ki rubaai bann gaye
Khaali khaali dono thhe jo
Thoda sa dono bhar gaye Main aur Tum

Chalo ji aaj saaf saaf kehta hoon
Itni si baat hai mujhe tumse pyar hai
Yunhi nahi main tumpe jaan deta hoon
Itni si baat hai mujhe tumse pyar hai

Chalo ji aaj saaf saaf kehta hoon
Itni si baat hai mujhe tumse pyar hai
Mujhe tumse pyaar hai..

Lage na yeh dhoop zaroori
Lage na yeh chaanv zaroori
Milte hain ishq zameen par
Ab do hi naam zaroori Main aur Tum

Apna khuda bhi hoga
Apna hi Rab le lenge
Khud ki bana ke duniya
Ye zindagi jee lenge Main aur Tum

Chalo ji aaj saaf saaf kehta hoon
Itni si baat hai mujhe tumse pyar hai
Yunhi nahi main tumpe jaan deta hoon
Itni si baat hai mujhe tumse pyar hai
Mujhe tumse pyaar hai..

Ek tum, ek main, teeja maangu kya khuda se
Dil doon, jaan doon, kya doon itna bata de
Tera mera rishta hai saanson se bhi naazuk

Tum sa, hum sa, koi duja na hoga na hua re
Do dil sa ik seene mein hai jaise Main aur Tum
Ab dono hum ik jeene mein hain jaise Main aur Tum

Jaan se zyada chaha tumko piya re
Harpal, hardum, humdum tumko jiya re

Aaj saaf saaf kehta hoon
Itni si baat hai mujhe tumse pyar hai
Yunhi nahi main tumpe jaan deta hoon
Itni si baat hai mujhe tumse pyar hai

Chalo ji aaj saaf saaf kehta hoon
Itni si baat hai mujhe tumse pyar hai
Mujhe tumse pyaar hai..
"
Jaana Ve,"[from ""Aksar 2"" soundtrack]",/lyrics/arijitsingh/jaanave.html,"

Mohabbat, ibadat, shikayat
Main jis-se karoon woh tum ho
Tumhi ho jaan-e-jaan
Ghuzarish ya khwaahish
Farmaish main jis-se karoon woh tum ho
Tumhi ho sathiya

Chehra tera maange aakhein meri o jaana
Teri justju mein kat'ta har din mera

Jaana ve, jaana ve
Mohabbat karte rehna re
Ho mausam chaahe kaisa bhi
Hamesha mera rehna re

Jaana ve, jaana ve
Mohabbat karte rehna re
Ho mausam chaahe kaisa bhi
Hamesha mera rehna re

Khayalon mein maine tujhko buna tha
Haqeekat mein mujhko tu mil gaya
Yehi soch ke main khud hairan hoon
Rab ko yeh kaise pata chal gaya

Likhi thi mukaddar mein
Chaahat teri oh jaana
Ke tu jahan mein mera ho hi gaya

Jaana ve, jaana ve
Mohabbat karte rehna re
Ho mausam chaahe kaisa bhi
Hamesha mera rehna re

Jaana ve, jaana ve
Mohabbat karte rehna re
Ho mausam chaahe kaisa bhi
Hamesha mera rehna re

Teri aarzu mein kabse jee raha tha
Teri justju thi mujhe bepanah
Nigahon se meri tu door na jaana
Baahon mein meri ghar hai tera

Meri har tamanna hai poori huyi oh jaana
Mehka hua hai har lamha mera

Jaana ve, jaana ve
Mohabbat karte rehna re
Ho mausam chaahe kaisa bhi
Hamesha mera rehna re

Jaana ve, jaana ve
Mohabbat karte rehna re
Ho mausam chaahe kaisa bhi
Hamesha mera rehna re

Jaana ve, jaana ve
Jaana ve
"
Janam Janam,"[from ""Dilwale"" soundtrack]",/lyrics/arijitsingh/janamjanam.html,"

Janam janam janam sath chalna yunhi
Qasam tumhe qasam aake milna yahin
Ek jaan hai bhale do badan hon juda
Meri hoke humesha hi rehna
Kabhi na kehna alvida

Meri subha ho tumhi
Aur tumhi shaam ho
Tum dard ho tum hi aaram ho
Meri duaaon se aati hai bas yeh sadaa
Meri hoke humesha hi rehna
Kabhi na kehna alvida

Meri hoke humesha hi rehna
Kabhi na kehna alvida..

Teri baahon mein hain mere dono jahan
Tu rahe jidhar meri jannat wahin
Jal rahi agan hai jo yeh do tarfa
Na bujhe kabhi meri mannat yahi
Tu meri aarzoo main teri aashiqui
Tu meri shayari main teri mausiqui

Talab Talab Talab bas teri hai mujhe
Nason mein tu nasha banke ghulna yunhi
Meri mohabbat ka karna tu haq ye ada
Meri hoke humesha hi rehna
Kabhi na kehna alvida

Meri subha ho tumhi
Aur tumhi shaam ho
Tum dard ho tum hi aaram ho
Meri duaaon se aati hai bas yeh sadaa
Meri hoke humesha hi rehna
Kabhi na kehna alvida
"
Jhumritalaiyya,"[from ""Jagga Jasoos"" soundtrack]",/lyrics/arijitsingh/jhumritalaiyya.html,"

Mera gaanv Jhumri Telaiya hai
Tera gaanv shayad Timbuktu
Jinko milna hota milte hain
Chaahe phir ho jaayein udan-chhu

Kismat se takraaye hum dono
Koi qissa hoga toh shuru

Duniya yeh thodi thodi hai behtar lage
Dil ke naukar chaakar lage
Jhuk ke pooche kya hai aarzoo [x2]

Ahaa haa…

Mera ghar tapta registaan hai
Tera ghar shayad North Pole
Lekin mill jaayenge ghumantu
Teri meri duniya golamgol mmm..

Tere honthon pe main rakh jaaunga
Apne kuch khatte meethe bol

Duniya yeh thodi thodi hai behtar lage
Dil ke naukar chaakar lage
Jhuk ke pooche kya hai aarzoo [x2]

Aarzoo… Aarzoo…

Guzra sarfira
Chand se main gira
Thaamkar jo sira
Uss tarah kuch mera

Duniya yeh thodi thodi hai behtar lage
Milke khone ka darr lage
Jaana bhi to phir se aana tu
"
Jiya,"[from ""Gunday"" soundtrack]",/lyrics/arijitsingh/jiya.html,"

Jiya.. main na jiya
Reza Reza.. mera jiya
Jiya.. main na jiya
Reza Reza.. mera jiya

Main begaana sa
Tha deewana sa
Mujhko teri chaahat mein basa diya

Jiya.. main na jiya
Jiya.. main na jiya
Jiya ha.. main na jiya..

Ho likhun hawaaon pe main
Nainon se naam tera
Ho saaye se main haathon ke
Saaya lun thaam tera

Ishq ka tu haraf
Jiske chaaron taraf
Meri baahon ke ghere ka bane hashiya
Jiya.. main na jiya
Reza Reza.. mera jiya
Jiya.. main na jiya
Main na jiya..

Naina, firozi nehar
Khwaabon ke paani mein ghar
Aise hoon main tere bin
Sehra ki jaise sehar
Saans mein tu bhare
Do jahaan se pare
Aake tujhse milun main
Mere sathiyaa..

Jiya.. main na jiya
Reza Reza.. mera jiya
Jiya.. main na jiya
Main na jiya
"
Kabhi Jo Baadal Barse,"[from ""Jackpot"" soundtrack]",/lyrics/arijitsingh/kabhijobaadalbarse.html,"

Kabhi jo baadal barse
Main dekhun tujhe aankhen bhar ke
Tu lage mujhe pahli barish ki dua

Tere pahlu mein reh loon
Main khud ko pagal keh loon
Tu gham de ya khushiyaan 
Seh loon sathiya..

Koi nahi tere siwa mera yahan
Manzilein hain meri to sab yahan.
Mita de sabhi aaja faasle

Main chahoon mujhe mujhse baant le
Zara sa mujh mein tu jhaank le
Main hoon kya

O.. O.. 
Ae.. ae.. aa.. (sathiya)
Ae.. ae.. aa..

Pahle kabhi na tune mujhe gham diya
Phir mujhe kyun tanha kar diya
Guzaare the jo lamhe pyaar ke
Hamesha tujhe apna maan ke
To phir tune badli kyun ada
Yeh kyun kiya

Wo.. O.. O.. 
Wo.. O.. O.. 

Kabhi jo baadal barse
Main dekhun tujhe aankhen bhar ke
Tu lage mujhe pahli barish ki dua

Tere pahlu mein reh loon
Main khud ko pagal keh loon
Tu gham de ya khushiyaan 
Seh loon sathiya..
"
Kabhi Yaadon Mein,,/lyrics/arijitsingh/kabhiyaadonmein.html,"

Kabhi yaadon mein aaun
Kabhi khwaabon mein aaun [x2]

Teri palkon ke saaye
Mein aakar jhilmilaun
Main wo khushboo nahin jo
Hawaa mein kho jaaun

Hawaa bhi chal rahi hai
Magar tu hi nahi hai
Fiza rangeen bani hai
Kahaani keh rahi hai
Mujhe jitna bhulaao
Main utna yaad aaun

Haa… jo tum na milte
Hota hi kya dhoondh laane ko [x2]

Jo tum na hote
Hota hi kya haar jaane ko
Meri amaanat ho tum
Meri mohabbat ho tum
Tumhe kaise main bhulaaun…

Tu aasmaan mera jahaan lage mujhe
Tu raaston ki manzilein lage mujhe
Tu hi meri chandni wo
Raaton ko jo halki si jale
Tu hi meri shaam-o-sehar
Jo mere sang chale

Hawaa bhi chal rahi hai
Magar tu hi nahi hai
Fiza rangeen bani hai
Kahaani keh rahi hai
Mujhe jitna bhulaao
Main utna yaad aaun

Kabhi yaadon mein aao
Kabhi khwaabon mein aao [x2]

Meri palkon ke saaye
mein aakar jhilmilao

Ooo…
Hmm…
"
Khamoshiyan,"[from ""Khamoshiyan"" soundtrack]",/lyrics/arijitsingh/khamoshiyan.html,"

Khamoshiyan aawaaz hain
Tum sun'ne to aao kabhi
Chhukar tumhe khill jaayengi
Ghar inko bulaao kabhi
Beqarar hain baat karne ko
Kehne do inko zaraa.

Khamoshiyan. teri meri khamoshiyan
Khamoshiyan. lipti hui khamoshiyan

Kya uss gali mein kabhi tera jaana hua
Jahaan se zamaane ko guzre zamaana hua
Mera samay toh wahin pe hai thehra hua
Bataaun tumhe kya mere sath kya kya hua

Khamoshiyan ek saaz hai
Tum dhun koi laao zaraa
Khamoshiyan alfaaz hain
Kabhi aa gunguna le zara
Beqarar hain baat karne ko
Kehne do inko zaraa. haa.

Khamoshiyan. teri meri khamoshiyan
Khamoshiyan. lipti hui khamoshiyan

Nadiya ka paani bhi khamosh behta yahaan
Khili chandani mein chhipi lakh khamoshiyan
Baarish ki boondon ki hoti kahaan hai zubaan
Sulagte dilon mein hai khamosh uthta dhuaan

Khamoshiyan aakaash hai
Tum udne toh aao zara
Khamoshiyan ehsaas hai
Tumhe mehsoos hoti hai kya
Beqarar hain baat karne ko
Kehne do inko zara. haa.

Khamoshiyan. teri meri khamoshiyan
Khamoshiyan. lipti hui khamoshiyan
"
Khol De Par,,/lyrics/bollywood/kholdepar.html,"

Aath samandar apna amber
Khoj le ab tu apne dum par
Phoonk marke dhool jhaad le
Chhod chhad ke sare chhappar

Aath samandar apna amber
Khoj le ab tu apne dum par
Phoonk marke dhool jhaad le
Chhod chhad ke sare chhappar

Khol de par, khol de par
Khol de par, khol de par

Khol de par, khol de par
Khol de par, khol de par

Ratti rattaai saari chhodo bhi duniyadari

Ratti rattaai saari chhodo bhi duniyadari
Bhaaghi tevar jo tere bolenge sab anaari

Sabko manane ki teri nahi zimmedari
Unche aasmaano pe likh de tu hissedari

Khol de par, khol de par
Khol de par, khol de par

Khol de par, khol de par
Khol de par, khol de par

Band ghadi ki bhi
Ruki huyi suyi
Hoti sahi do dafa
(Hoti sahi do dafa)

Chup kyun hai rehna
Mann ka tu keh naa
Roke chaahe hichkiyan
(Roke chaahe hichkiyan)

Aath samandar apna amber khoj le ab tu apne dum par
Phoonk marke dhool jhaad le chhod chhad ke sare chhappar

Khol de par, khol de par
Khol de par, khol de par

Khol de par, khol de par
Khol de par, khol de par
"
Khuda Na Khasta,"[from ""One by Two"" soundtrack]",/lyrics/arijitsingh/khudanakhasta.html,"

Tukdon Ki Ye..Tasveer Hai..
Tukdo Mein Bhi Lekin Haseen Tehrir Hai
Kehne Ko Yun..Keh Lijiye..
Tevar Bhari Zewar Numa Ye Zanjeer Hai
Ye Zindagi Jua Hai
Kisko Yakin Hua Hai
Baaziyan Na Munaasib Kahi Badh Jaaye Na
Ik Tarfa Safar Ke Lab Pe Yehi Duaa Hai
Kahin Na Ganwaara Mod Koyi Mud Jaaye Na

Khuda Na Khaasta Khuda Na Khaasta
Khudaya Khair Kar Khuda Na Khasta..

Ik Hath Mein..Saugat Hai..
Aur Doosre Mein Ranjishein Hai Jazbat Hain
Na Jaane Kyon..Iske Liye..
Kohram Mein Kuch Itminaan Si Baat Hai

Ye Zindagi Dhuaan Hai
Kisne Isey Chhua Hai
Titliyon Ki Tarah Shokh Hai Ud Jaaye Na
Ek Tarfa Safar Ke Lab Pe Yahi Dua Hai
Kahi Na Ganvara Mod Koi Mud Jaaye Na

Khuda Na Khasta Khuda Na Khasta
Kudaaya Khair Kare Khuda Na Khasta..

O..Jeene Ko Jo Aashiyaana Biyaaban Hai
O..Palta Usee Aashiyaane Mein Toofan Hai

Saaiyaan..Saaiyaan..
Pa Ni Sa Re Sa Re Pa Ga..

Itni Silwatein Maazi Mein Padeen
Jeene Ki Wajah Unse Thi Badi
O..Zaaya Baat Kyun Shikwo Mein Kare
Adhuri Hasratein Dar Pe Hain Khadi

O..Ye Zindagi Nasha Hai
Takleef Mein Mazaa Hai
Iski Fitrat Mein Hi Jung Hai Chhid Jaaye Na
Ik Tarfa Safar Ke Lab Pe Yehi Dua Hai
Kahin Na Ganvara Mod Koyi Mud Jaye Na

Khuda Na Khaasta Khuda Na Khasta
Khudaya Khair Kar Khuda Na Khaasta.. [x2]
"
Ki Kore Toke Bolbo,"[from ""Rangbaaz"" soundtrack]",/lyrics/arijitsingh/kikoretokebolbo.html,"

Ki kore toke bolbo
Tui ke amar

Ai na stahe cholbo sob parapar..
Moneri askarate tor kache elam haria Gelam...

Ki kore toke bolbo
Tui ke amar

ai na stahe cholbo sob parapar

Moneriaskarate tor kache elam haria Gelam...

Ki kore toke bolbo tui ke amar.

Moneri akul okul...
diase premer masul...
Chauni ra diesee hara...
Tor kache chai Isara..
aj bare bar...
Ki kore toke bolbo
Tui ke amar
ai na stahe cholbo sob parapar..

Virete darai aka..
tor jodi na pai dekha..
harano pother moto
khuje nori toke koto hajaro bar
Ki kore toke bolbo
Tui ke amar
ai na stahe cholbo sob parapar..
Moneri askarate tor kache elam
haria Gelam...
Ki kore toke bolbo
Tui ke amar...
"
Kudi Nashe Si Befikre,,/lyrics/arijitsingh/kudinashesibefikre.html,"

[Caralisa Monteiro:]
Ton sourire m'ensorcelle
Je suis fou de toi.
Le désir coule dans mes veines
Guidé par ta voix.
Ton sourire m'ensorcelle
Je suis fou de toi

[Arijit Singh:]
Nashe si chadh gayi oye
Kudi nashe si chadh gayi
Patang si lad gayi oye
Kudi patang si lad gayi

Nashe si chadh gayi oye
Kudi nashe si chadh gayi
Patang si lad gayi oye
Kudi patang si lad gayi

Aise khenche dil ke penche
Gale hi pad gayi oye

Nashe si chadh gayi oye
Kudi nashe si chad gayi
Patang si lad gayi oye
Kudi patang si lad gayi

O udti patang jaise
Mast malang jaise
Masti si chadh gayi humko turant aise
Lagti current jaise
Nikla warrant jaise
Abhi abhi utra ho net se torrent jaise

Nashe si chadh gayi oye
Kudi nashe si chad gayi
Patang si lad gayi oye
Kudi patang si lad gayi

Nashe si chadh gayi oye
Kudi nashe si chadh gayi

Nashe si chadh gayi
Patang si lad gayi

Khilti basant jaise
Dhulta kalank jaise
Dil ki daraar mein ho pyar ka cement jaise
Akhiyon hi akhiyon mein jang ki front jaise
Mil jaaye sadiyon se atka refund jaise

Zubaan pe chadh gayi oye
Kudi zubaan pe chadh gayi
Lahu mein badh gayi oye
Kudi lahu mein badh gayi

Kamli kahaaniyo si
Jangli jawaniyon si
Jamti pighalti hai pal-pal paaniyon si
Behti rawaaniyon si
Hansti shaitaaniyon si
Chadh gayi hum pe badi meherbaniyon si

Aise khenche dil ke penche
Gale hi pad gayi oye...

Nashe si chadh gayi oye
Kudi nashe si chadh gayi
Patang si lad gayi oye
Kudi patang si lad gayi

Kanniyan o katte kadi
Dil de chaurahe langdi ae

Kanniyan o katte kadi
Banniyan o tappe kadi
Dil de chaurahe langdi ae

Hansi kadi thatte kadi
Galliyan oh nappe kadi
Hans ke kaleja maangdi ae

[Caralisa Monteiro:]
Ton sourire m'ensorcelle
Je suis fou de toi
Le désir coule dans mes veines
Guidé par ta voix

Ton sourire m'ensorcelle
Je suis fou de toi
Le désir coule dans mes veines
Guidé par ta voix

[Arijit Singh:]
Nashe si chadh gayi oye...
Patang si lad gayi oye...

Nashe si chadh gayi oye
Kudi nashe si chadh gayi
"
Laagi Na Choote,"[from ""A Gentleman"" soundtrack]",/lyrics/arijitsingh/laaginachoote.html,"

Iss tarah chaahun tujhe
Chaahun bhi toh tujhse main
Ikk pal ko bhi door na reh sakun

Chaahe judaa tere mere raaste hain magar
Aa main manzilein jod doon

O… rishta sa hai yeh judne lagaa jo
Chaahun kabhi na yeh toote

Laagi na choote… [x8]

Khone se darta hoon tujhe
O… haan pyaar karta hoon tujhe

Haan… par har dafaa
Dil mein dabi reh jaati hai kyun baat yeh
Ab iss jagah aa ikk dafaa
Keh de mujhe…

Laagi na choote… [x8]

Ho… tere bin guzara
Nahi hai gawara
Chahatein kabhi na yeh toote
"
Laal Ishq,"[from ""Goliyon Ki Raasleela Ram-Leela"" soundtrack]",/lyrics/arijitsingh/laalishq.html,"

Ye laal ishq, ye malaal ishq
Ye aib ishq, ye bair ishq
Ye aib ishq, ye bair ishq

Ishq-ishq, Ishq-ishq..

Tujh sang bair lagaya aisa
Tujh sang bair lagaya aisa
Raha na main phir apne jaisa
Ho raha na main phir apne jaisa

Mera naam ishq
Tera naam ishq
Tera naam ishq
Tera naam ishq

Mera naam, Tera naam
Mera naam ISHQ!

Ye laal ishq, ye malaal ishq
Ye aib ishq, ye bair ishq
Ye aib ishq, ye bair ishq

Ishq-ishq, Ishq-ishq

Apna naam badal dun
Ya tera naam chhupa lun
Ya chhod ke saari aag
Main vairaag utha lun
Bas ek rahe mera kaam ishq
Mera kaam ishq
Mera kaam ishq

Mera naam ishq
Tera naam ishq
Mera naam, Tera naam
Mera naam ISHQ!

Ye laal ishq, ye malaal ishq
Ye aib ishq, ye bair ishq
Ye aib ishq, ye bair ishq

Ye kaali raat jakad lun
Ye thanda chand pakad lun
Ye thanda chand pakad lun

Din-raat ke bairi bhed ka
Rukh mod ke main rakh dun
Tujh sang bair lagaya aisa
Raha na main phir apne jaisa
Raha na main phir apne jaisa

Mera naam ishq
Tera naam ishq
Tera naam ishq
Tera naam ishq

Mera naam, Tera naam
Mera naam ISHQ!

Ye laal ishq
Ye malaal ishq
Ye aib ishq
Ye bair ishq
Ye bair ishq
"
Lambiyaan Si Judaiyaan,"[from ""Raabta"" soundtrack]",/lyrics/arijitsingh/lambiyaansijudaiyaan.html,"

Sajda tera kar na sakoon
Toh bandagi kya bandagi
Tere bina jeena pade
Toh zindagi kya zindagi

Kya rang laaya Dil ka lagaana
Kya rang laaya Dil ka lagaana
Goonje hawaa mein
Bichhde dilaan diyaan duhaiyaan
Vey badi lambiyaan si judaiyaan

Tere nishaan yaadon mein hain
Tu kyun nahi taqdeer mein
Nadaan dil hai dhoondta
Qurbat teri tasveer mein

Mumkin nahin hai tujhko bhulaana
Mumkin nahin hai tujhko bhulaana
Dekhe Khudaya do aashiqaan diyaan tabahiyan
Vey badi lambiyaan si judaiyaan

(Ali Ali Ali… Ali Maula…)

Naraaz ho chaahe Khuda
Duniya bhale raqeeb ho
Uff na karun hothon se main
Bas tu agar qareeb ho

Badi lambiyan si judaiyan
Judaiyaan..
Badi lambiyaan si judaiyaan
Judaiyaan.. judaiyaan..

Vey badi lambiyaan si judaaiyaan
Lambiyan si judaiyaan
Lambiyan si judaaiyan
Lambiyan si judaaiyan…

(Vey badi lambiyaan si judaaiyaan…)
"
Lo Maan Liya,"[from ""Raaz Reboot"" soundtrack]",/lyrics/arijitsingh/lomaanliya.html,"

Lo maan liya humne
Hai pyaar nahi tumko
Tum yaad nahi humko
Hum yaad nahi tumko

Bas ek dafa mudke dekho
Aye yaar zara humko

Lo maan liya humne
Hai pyar nahi tumko
Tum yaad nahi humko
Hum yaad nahi tumko

Lo maan liya dekha hi nahin
Tere kaandhe ka woh til
Lo maan liya toota hi nahin
Tere hathon se mera dil

Chhaaon mein teri beeti hi nahi
Wo garmi ki baatein
Baahon mein teri guzri hi nahi
Wo sardi ki raatein

Lo maan liya humne
Aitbaar nahi tumko
Tum yaad nahi humko
Hum yaad nahi tumko

Jaao le jaao neend meri
Uff na karenge hum
Jo le jaaoge khwaab mere
Toh kaise jiyenge hum

Jeena humko aata hi nahi
Teri saanson ke siva
Marna bhi ab na mumkin hai
Teri baahon ke siva

Lo maan liya humne
Parwah nahi tumko
Tum yaad nahi humko
Hum yaad nahi tumko
"
Love Me Thoda Aur,"[from ""Yaariyan"" soundtrack]",/lyrics/arijitsingh/lovemethodaaur.html,"

O ho ho o...

Shaayaron se lafz leke thode se udhaar
Bolna ye chahta hun dil se tumko yaar
Ho raha tha, ho gaya hai halka sa khumaar
Koi naa raha hai dil pe apne zor

Love me thoda aur!
Let me tell you tonight
When the stars are shining bright
Love me thoda aur!
Just take my hand in your hand
And then don't you let it go
Love me thoda aur!
All I need is the time
When I promise that you'll be mine*
Love me thoda aur!
With you by my side
I know I'll be fine

O ho ho o...

Teri baaton ki pyaari si, meethi si khushboo main leke saath mein
Muskuraata sa, neendon se, khwabon se milta hoon main to raat mein
Yeh adaa hai nayi
Yeh adaa aa gayi
Tu jo mila, kabhi na kiya tha
Khud pe itna gaur

Love me thoda aur!
Let me tell you tonight
When the stars are shining bright
Love me thoda aur!
Just take my hand in your hand
And then don't you let it go
Love me thoda aur!
All I need is the time
When I promise that you'll be mine
Love me thoda aur!
With you by my side
I know I'll be fine

Tum ho ya na ho
Lagta hai jaise ki ab tum hi to ho
Har ghadi ho.. milta tumse hoon
Jitna main utni hi milne ki wajah hai badhi
Milne ki koshishein,
Pyar ki khwahishein hoti rahein
Tujhe dekh ke hai saansein karti shor

Love me thoda aur!
Let me tell you tonight
When the stars are shining bright
Love me thoda aur!
Just take my hand in your hand
And then don't you let it go
Love me thoda aur!
All I need is the time
When I promise that you'll be mine
Love me thoda aur!
With you by my side
I know I'll be fine

O ho ho ho o...
"
Main Dhoondne Ko Zamaane Mein,"[from ""Heartless"" soundtrack]",/lyrics/arijitsingh/maindhoondnekozamaanemein.html,"

Aa ha.. aa.. ha.. 
Aa ha.. aa...

Main dhoondne ko zamane me jab wafa nikla
Main dhoondne ko zamane me jab wafa nikla
Pata chala ke ghalat leke main pata nikla
Pata chala ke ghalat leke main pata nikla
Main dhoondne ko zamane me jab wafa nikla
Main dhoondne ko zamane me jab wafa nikla

Aa.. Aa.. ha.. aa.. ha.. 
Aa.. ha.. aa...

Jiske aane se muqammal ho gayi thi zindagi
Dastakein khushiyon ne di thi,
Mit gayi thi har kami
Kyun bewajah di yeh saza
Kyun khwaab de ke woh le gayaa
Jiyein jo hum lage sitam
Azaab aise woh de gayaa
Main dhoondne ko uske dil me jo Khuda nikla
Main dhoondne ko uske dil me jo Khuda nikla
Pataa chala ke ghalat leke main pata nikla
Pataa chala ke galat leke main pata nikla
Main dhoondne ko zamane me jab wafa nikla
Main dhoondne ko zamane me jab wafa nikla aa...

Aa ha.. aa.. aaha.. 
Aaha.. aa...

Dhoondta tha ek pal me dil jise ye sau dafaa
Hai subah naraz us bin roothi shaame din khafa
Woh aayein na, le jaayein na
Haan uski yaadein jo yahaan
Na raasta, na kuchh pataa
Main usko dhoondhunga ab kahaan
Main dhoondne jo kabhi jeene ki wajah nikla
Main dhoondne jo kabhi jeene ki wajah nikla
Pata chala ke ghalat leke main pata nikla
Pata chala ke ghalat leke main pata nikla
Main dhoondne ko zamane mein jab wafa nikla
Main dhoondne ko zamane mein jab wafa nikla aa..

aa... o... aa....
Woah..... hey aye ayee ye...
"
Main Hoon Saath Tere,"[from ""Shaadi Mein Zaroor Aana"" soundtrack]",/lyrics/arijitsingh/mainhoonsaathtere.html,"

Aasmaan sitaaron se chhalakne laga
Chand saa tu jo mujhme chamakne laga

Aasmaan sitaaron se chhalakne laga
Chand saa tu jo mujhme chamakne laga

Rahoon tere yoon paas main
Banu tera ehsaas main
Yaar jee loon aa teri har saans main

Shaam saa tu dhalta
Tu subah saa hai nikalta
Tere saaye mein chalta
Main hoon saath tere
Main hoon saath tere

Hai yehi iraada
Tujhe chaahun khud se zyada
Dil se hai yeh waada

Main hoon saath tere
Main hoon saath tere
Main hoon saath tere
Main hoon saath tere

Seene mein tere pyaar ki
Udti hai patange
Udke yoon hawa mein tera
Main aanchal huaa…

O bheega hoon tere saath main
Baarishon mein teri
Bikhri jo teri zulf toh
Main baadal huaa

Teri kaali aankhein
Mere khwaab ka hai dariya
Main utar ke inmein kho gaya

Hai yehi iraada
Tujhe chaahun khud se zyada
Dil se hai yeh vaada

Main hoon saath tere
Main hoon saath tere
Main hoon saath tere
Main hoon saath tere

Tere hi liye raat bhi
Din bhi main guzaarun
Soye tu tujhe raat bhar main dekha karoon

Mujhme tu kuch iss tarah se
Ho gaya hai shaamil
Tere bin chalun bheed mein
Toh tanha lagun
Aaina ho koyi
Nazar aaye mujhko tu hi
Main bhi tera chehra ho gaya

Hai yehi iraada
Tujhe chaahun khud se zyada
Dil se hai yeh vaada

Main hoon saath tere
Main hoon saath tere
Main hoon saath tere
Main hoon saath tere
"
Main Hu Tu Ho,"[from ""Days Of Tafree"" soundtrack]",/lyrics/arijitsingh/mainhutuho.html,"

Palkein jhuka ke
Tum paas aaye
Phir kaise koi
Naina milaaye
Dil ki kahaani
Dil hi chhupaye
Main yeh na jaanu
Kyu na jaanu

Jab bhi main sochun
Wo teri baatein
Kyun tham sa jaaye
Ye saara jahan

Har pal ye chahun
Tu paas aaye
Doori na ho koi darmiyaan

Main hu aur tu ho
Aur na ho koi
Aa pyaar baant le zara
Kal ye pal ho nahin

O..

Dil ki palkein na jhukana
Dhadhkano ko na badhana
Dil se dil ki baatein hone do

Maan lo tham gaya
Hawaaon ka jo zor tha
Jaan lo ruk gaya
Tufaano mein jo zor tha

Main hoon aur tu ho
Aur na ho koi
Aa pyaar baant le zara
Kal ye pal ho nahin
"
